table.base.year,FY,index,index.base.year
2020,1987,0.5694,2012
2020,1988,0.5878,2012
2020,1989,0.6116,2012
2020,1990,0.634,2012
2020,1991,0.6566,2012
2020,1992,0.673,2012
2020,1993,0.6888,2012
2020,1994,0.7038,2012
2020,1995,0.7188,2012
2020,1996,0.7323,2012
2020,1997,0.7453,2012
2020,1998,0.7546,2012
2020,1999,0.7643,2012
2020,2000,0.78,2012
2020,2001,0.7984,2012
2020,2002,0.8112,2012
2020,2003,0.826,2012
2020,2004,0.8458,2012
2020,2005,0.8716,2012
2020,2006,0.8995,2012
2020,2007,0.924,2012
2020,2008,0.9431,2012
2020,2009,0.954,2012
2020,2010,0.9622,2012
2020,2011,0.9814,2012
2020,2012,1,2012
2020,2013,1.0184,2012
2020,2014,1.0381,2012
2020,2015,1.0507,2012
2020,2016,1.0604,2012
2020,2017,1.0796,2012
2020,2018,1.103,2012
2020,2019,1.1254,2012
2020,2020,1.1483,2012
2020,2021,1.1712,2012
2020,2022,1.1948,2012
2020,2023,1.2188,2012
2020,2024,1.2433,2012
