table.base.year,FY,index,index.base.year
2010,1976,0.3237,2e3
2010,1977,0.347,2e3
2010,1978,0.3703,2e3
2010,1979,0.4001,2e3
2010,1980,0.4349,2e3
2010,1981,0.4775,2e3
2010,1982,0.5103,2e3
2010,1983,0.5327,2e3
2010,1984,0.5515,2e3
2010,1985,0.5698,2e3
2010,1986,0.5828,2e3
2010,1987,0.5958,2e3
2010,1988,0.6151,2e3
2010,1989,0.6396,2e3
2010,1990,0.6627,2e3
2010,1991,0.6862,2e3
2010,1992,0.703,2e3
2010,1993,0.7197,2e3
2010,1994,0.7354,2e3
2010,1995,0.751,2e3
2010,1996,0.765,2e3
2010,1997,0.7785,2e3
2010,1998,0.7881,2e3
2010,1999,0.7981,2e3
2010,2000,0.8147,2e3
2010,2001,0.8342,2e3
2010,2002,0.8477,2e3
2010,2003,0.8639,2e3
2010,2004,0.8853,2e3
2010,2005,0.9131,2e3
2010,2006,0.9428,2e3
2010,2007,0.9684,2e3
2010,2008,0.9885,2e3
2010,2009,1,2e3
2010,2010,1.0088,2e3
2010,2011,1.0293,2e3
2010,2012,1.0481,2e3
2010,2013,1.0658,2e3
2010,2014,1.0852,2e3
2010,2015,1.0983,2e3
2010,2016,1.111,2e3
2010,2017,1.1301,2e3
2010,2018,1.1478,2e3
2010,2019,1.167,2e3
2010,2020,1.1886,2e3
2010,2021,1.2121,2e3
2010,2022,1.2364,2e3
2010,2023,1.2613,2e3
2011,1940,0.0809,2005
2011,1941,0.084,2005
2011,1942,0.0902,2005
2011,1943,0.0961,2005
2011,1944,0.0995,2005
2011,1945,0.1019,2005
2011,1946,0.1097,2005
2011,1947,0.1216,2005
2011,1948,0.1331,2005
2011,1949,0.1375,2005
2011,1950,0.1355,2005
2011,1951,0.1428,2005
2011,1952,0.1485,2005
2011,1953,0.1512,2005
2011,1954,0.153,2005
2011,1955,0.1542,2005
2011,1956,0.1582,2005
2011,1957,0.1641,2005
2011,1958,0.1691,2005
2011,1959,0.1717,2005
2011,1960,0.1741,2005
2011,1961,0.1765,2005
2011,1962,0.1783,2005
2011,1963,0.1805,2005
2011,1964,0.1827,2005
2011,1965,0.1859,2005
2011,1966,0.1899,2005
2011,1967,0.1957,2005
2011,1968,0.2024,2005
2011,1969,0.2117,2005
2011,1970,0.2231,2005
2011,1971,0.2344,2005
2011,1972,0.2455,2005
2011,1973,0.2562,2005
2011,1974,0.2743,2005
2011,1975,0.3027,2005
2011,1976,0.3237,2005
2011,1977,0.347,2005
2011,1978,0.3703,2005
2011,1979,0.4001,2005
2011,1980,0.4349,2005
2011,1981,0.4775,2005
2011,1982,0.5103,2005
2011,1983,0.5327,2005
2011,1984,0.5515,2005
2011,1985,0.5698,2005
2011,1986,0.5828,2005
2011,1987,0.5958,2005
2011,1988,0.6151,2005
2011,1989,0.6396,2005
2011,1990,0.6627,2005
2011,1991,0.6862,2005
2011,1992,0.703,2005
2011,1993,0.7197,2005
2011,1994,0.7354,2005
2011,1995,0.751,2005
2011,1996,0.765,2005
2011,1997,0.7785,2005
2011,1998,0.7881,2005
2011,1999,0.7981,2005
2011,2000,0.8147,2005
2011,2001,0.8342,2005
2011,2002,0.8477,2005
2011,2003,0.8639,2005
2011,2004,0.8853,2005
2011,2005,0.9131,2005
2011,2006,0.9428,2005
2011,2007,0.9684,2005
2011,2008,0.9885,2005
2011,2009,1,2005
2011,2010,1.0088,2005
2011,2011,1.0293,2005
2011,2012,1.0481,2005
2011,2013,1.0658,2005
2011,2014,1.0852,2005
2011,2015,1.0983,2005
2011,2016,1.111,2005
2011,2017,1.1301,2005
2011,2018,1.1478,2005
2011,2019,1.167,2005
2011,2020,1.1886,2005
2011,2021,1.2121,2005
2011,2022,1.2364,2005
2011,2023,1.2613,2005
2012,1940,0.0809,2005
2012,1941,0.084,2005
2012,1942,0.0902,2005
2012,1943,0.0961,2005
2012,1944,0.0995,2005
2012,1945,0.1019,2005
2012,1946,0.1097,2005
2012,1947,0.1216,2005
2012,1948,0.1331,2005
2012,1949,0.1375,2005
2012,1950,0.1355,2005
2012,1951,0.1428,2005
2012,1952,0.1485,2005
2012,1953,0.1512,2005
2012,1954,0.153,2005
2012,1955,0.1542,2005
2012,1956,0.1582,2005
2012,1957,0.1641,2005
2012,1958,0.1691,2005
2012,1959,0.1717,2005
2012,1960,0.1741,2005
2012,1961,0.1765,2005
2012,1962,0.1783,2005
2012,1963,0.1805,2005
2012,1964,0.1827,2005
2012,1965,0.1859,2005
2012,1966,0.1899,2005
2012,1967,0.1957,2005
2012,1968,0.2024,2005
2012,1969,0.2117,2005
2012,1970,0.2231,2005
2012,1971,0.2344,2005
2012,1972,0.2455,2005
2012,1973,0.2562,2005
2012,1974,0.2743,2005
2012,1975,0.3027,2005
2012,1976,0.3237,2005
2012,1977,0.347,2005
2012,1978,0.3703,2005
2012,1979,0.4001,2005
2012,1980,0.4349,2005
2012,1981,0.4775,2005
2012,1982,0.5103,2005
2012,1983,0.5327,2005
2012,1984,0.5515,2005
2012,1985,0.5698,2005
2012,1986,0.5828,2005
2012,1987,0.5958,2005
2012,1988,0.6151,2005
2012,1989,0.6396,2005
2012,1990,0.6627,2005
2012,1991,0.6862,2005
2012,1992,0.703,2005
2012,1993,0.7197,2005
2012,1994,0.7354,2005
2012,1995,0.751,2005
2012,1996,0.765,2005
2012,1997,0.7785,2005
2012,1998,0.7881,2005
2012,1999,0.7981,2005
2012,2000,0.8147,2005
2012,2001,0.8342,2005
2012,2002,0.8477,2005
2012,2003,0.8639,2005
2012,2004,0.8853,2005
2012,2005,0.9131,2005
2012,2006,0.9428,2005
2012,2007,0.9684,2005
2012,2008,0.9885,2005
2012,2009,1,2005
2012,2010,1.0088,2005
2012,2011,1.0293,2005
2012,2012,1.0481,2005
2012,2013,1.0658,2005
2012,2014,1.0852,2005
2012,2015,1.0983,2005
2012,2016,1.111,2005
2012,2017,1.1301,2005
2012,2018,1.1478,2005
2012,2019,1.167,2005
2012,2020,1.1886,2005
2012,2021,1.2121,2005
2012,2022,1.2364,2005
2012,2023,1.2613,2005
2013,1940,0.0809,2005
2013,1941,0.084,2005
2013,1942,0.0902,2005
2013,1943,0.0961,2005
2013,1944,0.0995,2005
2013,1945,0.1019,2005
2013,1946,0.1097,2005
2013,1947,0.1216,2005
2013,1948,0.1331,2005
2013,1949,0.1375,2005
2013,1950,0.1355,2005
2013,1951,0.1428,2005
2013,1952,0.1485,2005
2013,1953,0.1512,2005
2013,1954,0.153,2005
2013,1955,0.1542,2005
2013,1956,0.1582,2005
2013,1957,0.1641,2005
2013,1958,0.1691,2005
2013,1959,0.1717,2005
2013,1960,0.1741,2005
2013,1961,0.1765,2005
2013,1962,0.1783,2005
2013,1963,0.1805,2005
2013,1964,0.1827,2005
2013,1965,0.1859,2005
2013,1966,0.1899,2005
2013,1967,0.1957,2005
2013,1968,0.2024,2005
2013,1969,0.2117,2005
2013,1970,0.2231,2005
2013,1971,0.2344,2005
2013,1972,0.2455,2005
2013,1973,0.2562,2005
2013,1974,0.2743,2005
2013,1975,0.3027,2005
2013,1976,0.3237,2005
2013,1977,0.347,2005
2013,1978,0.3703,2005
2013,1979,0.4001,2005
2013,1980,0.4349,2005
2013,1981,0.4775,2005
2013,1982,0.5103,2005
2013,1983,0.5327,2005
2013,1984,0.5515,2005
2013,1985,0.5698,2005
2013,1986,0.5828,2005
2013,1987,0.5958,2005
2013,1988,0.6151,2005
2013,1989,0.6396,2005
2013,1990,0.6627,2005
2013,1991,0.6862,2005
2013,1992,0.703,2005
2013,1993,0.7197,2005
2013,1994,0.7354,2005
2013,1995,0.751,2005
2013,1996,0.765,2005
2013,1997,0.7785,2005
2013,1998,0.7881,2005
2013,1999,0.7981,2005
2013,2000,0.8147,2005
2013,2001,0.8342,2005
2013,2002,0.8477,2005
2013,2003,0.8639,2005
2013,2004,0.8853,2005
2013,2005,0.9131,2005
2013,2006,0.9428,2005
2013,2007,0.9684,2005
2013,2008,0.9885,2005
2013,2009,1,2005
2013,2010,1.0088,2005
2013,2011,1.0293,2005
2013,2012,1.0481,2005
2013,2013,1.0658,2005
2013,2014,1.0852,2005
2013,2015,1.0983,2005
2013,2016,1.111,2005
2013,2017,1.1301,2005
2013,2018,1.1478,2005
2013,2019,1.167,2005
2013,2020,1.1886,2005
2013,2021,1.2121,2005
2013,2022,1.2364,2005
2013,2023,1.2613,2005
2014,1940,0.0809,2005
2014,1941,0.084,2005
2014,1942,0.0902,2005
2014,1943,0.0961,2005
2014,1944,0.0995,2005
2014,1945,0.1019,2005
2014,1946,0.1097,2005
2014,1947,0.1216,2005
2014,1948,0.1331,2005
2014,1949,0.1375,2005
2014,1950,0.1355,2005
2014,1951,0.1428,2005
2014,1952,0.1485,2005
2014,1953,0.1512,2005
2014,1954,0.153,2005
2014,1955,0.1542,2005
2014,1956,0.1582,2005
2014,1957,0.1641,2005
2014,1958,0.1691,2005
2014,1959,0.1717,2005
2014,1960,0.1741,2005
2014,1961,0.1765,2005
2014,1962,0.1783,2005
2014,1963,0.1805,2005
2014,1964,0.1827,2005
2014,1965,0.1859,2005
2014,1966,0.1899,2005
2014,1967,0.1957,2005
2014,1968,0.2024,2005
2014,1969,0.2117,2005
2014,1970,0.2231,2005
2014,1971,0.2344,2005
2014,1972,0.2455,2005
2014,1973,0.2562,2005
2014,1974,0.2743,2005
2014,1975,0.3027,2005
2014,1976,0.3237,2005
2014,1977,0.347,2005
2014,1978,0.3703,2005
2014,1979,0.4001,2005
2014,1980,0.4349,2005
2014,1981,0.4775,2005
2014,1982,0.5103,2005
2014,1983,0.5327,2005
2014,1984,0.5515,2005
2014,1985,0.5698,2005
2014,1986,0.5828,2005
2014,1987,0.5958,2005
2014,1988,0.6151,2005
2014,1989,0.6396,2005
2014,1990,0.6627,2005
2014,1991,0.6862,2005
2014,1992,0.703,2005
2014,1993,0.7197,2005
2014,1994,0.7354,2005
2014,1995,0.751,2005
2014,1996,0.765,2005
2014,1997,0.7785,2005
2014,1998,0.7881,2005
2014,1999,0.7981,2005
2014,2000,0.8147,2005
2014,2001,0.8342,2005
2014,2002,0.8477,2005
2014,2003,0.8639,2005
2014,2004,0.8853,2005
2014,2005,0.9131,2005
2014,2006,0.9428,2005
2014,2007,0.9684,2005
2014,2008,0.9885,2005
2014,2009,1,2005
2014,2010,1.0088,2005
2014,2011,1.0293,2005
2014,2012,1.0481,2005
2014,2013,1.0658,2005
2014,2014,1.0852,2005
2014,2015,1.0983,2005
2014,2016,1.111,2005
2014,2017,1.1301,2005
2014,2018,1.1478,2005
2014,2019,1.167,2005
2014,2020,1.1886,2005
2014,2021,1.2121,2005
2014,2022,1.2364,2005
2014,2023,1.2613,2005
2015,1940,0.0809,2009
2015,1941,0.084,2009
2015,1942,0.0902,2009
2015,1943,0.0961,2009
2015,1944,0.0995,2009
2015,1945,0.1019,2009
2015,1946,0.1097,2009
2015,1947,0.1216,2009
2015,1948,0.1331,2009
2015,1949,0.1375,2009
2015,1950,0.1355,2009
2015,1951,0.1428,2009
2015,1952,0.1485,2009
2015,1953,0.1512,2009
2015,1954,0.153,2009
2015,1955,0.1542,2009
2015,1956,0.1582,2009
2015,1957,0.1641,2009
2015,1958,0.1691,2009
2015,1959,0.1717,2009
2015,1960,0.1741,2009
2015,1961,0.1765,2009
2015,1962,0.1783,2009
2015,1963,0.1805,2009
2015,1964,0.1827,2009
2015,1965,0.1859,2009
2015,1966,0.1899,2009
2015,1967,0.1957,2009
2015,1968,0.2024,2009
2015,1969,0.2117,2009
2015,1970,0.2231,2009
2015,1971,0.2344,2009
2015,1972,0.2455,2009
2015,1973,0.2562,2009
2015,1974,0.2743,2009
2015,1975,0.3027,2009
2015,1976,0.3237,2009
2015,1977,0.347,2009
2015,1978,0.3703,2009
2015,1979,0.4001,2009
2015,1980,0.4349,2009
2015,1981,0.4775,2009
2015,1982,0.5103,2009
2015,1983,0.5327,2009
2015,1984,0.5515,2009
2015,1985,0.5698,2009
2015,1986,0.5828,2009
2015,1987,0.5958,2009
2015,1988,0.6151,2009
2015,1989,0.6396,2009
2015,1990,0.6627,2009
2015,1991,0.6862,2009
2015,1992,0.703,2009
2015,1993,0.7197,2009
2015,1994,0.7354,2009
2015,1995,0.751,2009
2015,1996,0.765,2009
2015,1997,0.7785,2009
2015,1998,0.7881,2009
2015,1999,0.7981,2009
2015,2000,0.8147,2009
2015,2001,0.8342,2009
2015,2002,0.8477,2009
2015,2003,0.8639,2009
2015,2004,0.8853,2009
2015,2005,0.9131,2009
2015,2006,0.9428,2009
2015,2007,0.9684,2009
2015,2008,0.9885,2009
2015,2009,1,2009
2015,2010,1.0088,2009
2015,2011,1.0293,2009
2015,2012,1.0481,2009
2015,2013,1.0658,2009
2015,2014,1.0852,2009
2015,2015,1.0983,2009
2015,2016,1.111,2009
2015,2017,1.1301,2009
2015,2018,1.1478,2009
2015,2019,1.167,2009
2015,2020,1.1886,2009
2015,2021,1.2121,2009
2015,2022,1.2364,2009
2015,2023,1.2613,2009
2016,1940,0.0809,2009
2016,1941,0.084,2009
2016,1942,0.0902,2009
2016,1943,0.0961,2009
2016,1944,0.0995,2009
2016,1945,0.1019,2009
2016,1946,0.1097,2009
2016,1947,0.1216,2009
2016,1948,0.1331,2009
2016,1949,0.1375,2009
2016,1950,0.1355,2009
2016,1951,0.1428,2009
2016,1952,0.1485,2009
2016,1953,0.1512,2009
2016,1954,0.153,2009
2016,1955,0.1542,2009
2016,1956,0.1582,2009
2016,1957,0.1641,2009
2016,1958,0.1691,2009
2016,1959,0.1717,2009
2016,1960,0.1741,2009
2016,1961,0.1765,2009
2016,1962,0.1783,2009
2016,1963,0.1805,2009
2016,1964,0.1827,2009
2016,1965,0.1859,2009
2016,1966,0.1899,2009
2016,1967,0.1957,2009
2016,1968,0.2024,2009
2016,1969,0.2117,2009
2016,1970,0.2231,2009
2016,1971,0.2344,2009
2016,1972,0.2455,2009
2016,1973,0.2562,2009
2016,1974,0.2743,2009
2016,1975,0.3027,2009
2016,1976,0.3237,2009
2016,1977,0.347,2009
2016,1978,0.3703,2009
2016,1979,0.4001,2009
2016,1980,0.4349,2009
2016,1981,0.4775,2009
2016,1982,0.5103,2009
2016,1983,0.5327,2009
2016,1984,0.5515,2009
2016,1985,0.5698,2009
2016,1986,0.5828,2009
2016,1987,0.5958,2009
2016,1988,0.6151,2009
2016,1989,0.6396,2009
2016,1990,0.6627,2009
2016,1991,0.6862,2009
2016,1992,0.703,2009
2016,1993,0.7197,2009
2016,1994,0.7354,2009
2016,1995,0.751,2009
2016,1996,0.765,2009
2016,1997,0.7785,2009
2016,1998,0.7881,2009
2016,1999,0.7981,2009
2016,2000,0.8147,2009
2016,2001,0.8342,2009
2016,2002,0.8477,2009
2016,2003,0.8639,2009
2016,2004,0.8853,2009
2016,2005,0.9131,2009
2016,2006,0.9428,2009
2016,2007,0.9684,2009
2016,2008,0.9885,2009
2016,2009,1,2009
2016,2010,1.0088,2009
2016,2011,1.0293,2009
2016,2012,1.0481,2009
2016,2013,1.0658,2009
2016,2014,1.0852,2009
2016,2015,1.0983,2009
2016,2016,1.111,2009
2016,2017,1.1301,2009
2016,2018,1.1478,2009
2016,2019,1.167,2009
2016,2020,1.1886,2009
2016,2021,1.2121,2009
2016,2022,1.2364,2009
2016,2023,1.2613,2009
2017,1940,0.0809,2009
2017,1941,0.084,2009
2017,1942,0.0902,2009
2017,1943,0.0961,2009
2017,1944,0.0995,2009
2017,1945,0.1019,2009
2017,1946,0.1097,2009
2017,1947,0.1216,2009
2017,1948,0.1331,2009
2017,1949,0.1375,2009
2017,1950,0.1355,2009
2017,1951,0.1428,2009
2017,1952,0.1485,2009
2017,1953,0.1512,2009
2017,1954,0.153,2009
2017,1955,0.1542,2009
2017,1956,0.1582,2009
2017,1957,0.1641,2009
2017,1958,0.1691,2009
2017,1959,0.1717,2009
2017,1960,0.1741,2009
2017,1961,0.1765,2009
2017,1962,0.1783,2009
2017,1963,0.1805,2009
2017,1964,0.1827,2009
2017,1965,0.1859,2009
2017,1966,0.1899,2009
2017,1967,0.1957,2009
2017,1968,0.2024,2009
2017,1969,0.2117,2009
2017,1970,0.2231,2009
2017,1971,0.2344,2009
2017,1972,0.2455,2009
2017,1973,0.2562,2009
2017,1974,0.2743,2009
2017,1975,0.3027,2009
2017,1976,0.3237,2009
2017,1977,0.347,2009
2017,1978,0.3703,2009
2017,1979,0.4001,2009
2017,1980,0.4349,2009
2017,1981,0.4775,2009
2017,1982,0.5103,2009
2017,1983,0.5327,2009
2017,1984,0.5515,2009
2017,1985,0.5698,2009
2017,1986,0.5828,2009
2017,1987,0.5958,2009
2017,1988,0.6151,2009
2017,1989,0.6396,2009
2017,1990,0.6627,2009
2017,1991,0.6862,2009
2017,1992,0.703,2009
2017,1993,0.7197,2009
2017,1994,0.7354,2009
2017,1995,0.751,2009
2017,1996,0.765,2009
2017,1997,0.7785,2009
2017,1998,0.7881,2009
2017,1999,0.7981,2009
2017,2000,0.8147,2009
2017,2001,0.8342,2009
2017,2002,0.8477,2009
2017,2003,0.8639,2009
2017,2004,0.8853,2009
2017,2005,0.9131,2009
2017,2006,0.9428,2009
2017,2007,0.9684,2009
2017,2008,0.9885,2009
2017,2009,1,2009
2017,2010,1.0088,2009
2017,2011,1.0293,2009
2017,2012,1.0481,2009
2017,2013,1.0658,2009
2017,2014,1.0852,2009
2017,2015,1.0983,2009
2017,2016,1.111,2009
2017,2017,1.1301,2009
2017,2018,1.1478,2009
2017,2019,1.167,2009
2017,2020,1.1886,2009
2017,2021,1.2121,2009
2017,2022,1.2364,2009
2017,2023,1.2613,2009
2018,1940,0.0809,2009
2018,1941,0.084,2009
2018,1942,0.0902,2009
2018,1943,0.0961,2009
2018,1944,0.0995,2009
2018,1945,0.1019,2009
2018,1946,0.1097,2009
2018,1947,0.1216,2009
2018,1948,0.1331,2009
2018,1949,0.1375,2009
2018,1950,0.1355,2009
2018,1951,0.1428,2009
2018,1952,0.1485,2009
2018,1953,0.1512,2009
2018,1954,0.153,2009
2018,1955,0.1542,2009
2018,1956,0.1582,2009
2018,1957,0.1641,2009
2018,1958,0.1691,2009
2018,1959,0.1717,2009
2018,1960,0.1741,2009
2018,1961,0.1765,2009
2018,1962,0.1783,2009
2018,1963,0.1805,2009
2018,1964,0.1827,2009
2018,1965,0.1859,2009
2018,1966,0.1899,2009
2018,1967,0.1957,2009
2018,1968,0.2024,2009
2018,1969,0.2117,2009
2018,1970,0.2231,2009
2018,1971,0.2344,2009
2018,1972,0.2455,2009
2018,1973,0.2562,2009
2018,1974,0.2743,2009
2018,1975,0.3027,2009
2018,1976,0.3237,2009
2018,1977,0.347,2009
2018,1978,0.3703,2009
2018,1979,0.4001,2009
2018,1980,0.4349,2009
2018,1981,0.4775,2009
2018,1982,0.5103,2009
2018,1983,0.5327,2009
2018,1984,0.5515,2009
2018,1985,0.5698,2009
2018,1986,0.5828,2009
2018,1987,0.5958,2009
2018,1988,0.6151,2009
2018,1989,0.6396,2009
2018,1990,0.6627,2009
2018,1991,0.6862,2009
2018,1992,0.703,2009
2018,1993,0.7197,2009
2018,1994,0.7354,2009
2018,1995,0.751,2009
2018,1996,0.765,2009
2018,1997,0.7785,2009
2018,1998,0.7881,2009
2018,1999,0.7981,2009
2018,2000,0.8147,2009
2018,2001,0.8342,2009
2018,2002,0.8477,2009
2018,2003,0.8639,2009
2018,2004,0.8853,2009
2018,2005,0.9131,2009
2018,2006,0.9428,2009
2018,2007,0.9684,2009
2018,2008,0.9885,2009
2018,2009,1,2009
2018,2010,1.0088,2009
2018,2011,1.0293,2009
2018,2012,1.0481,2009
2018,2013,1.0658,2009
2018,2014,1.0852,2009
2018,2015,1.0983,2009
2018,2016,1.111,2009
2018,2017,1.1301,2009
2018,2018,1.1478,2009
2018,2019,1.167,2009
2018,2020,1.1886,2009
2018,2021,1.2121,2009
2018,2022,1.2364,2009
2018,2023,1.2613,2009
2019,1940,0.0809,2009
2019,1941,0.084,2009
2019,1942,0.0902,2009
2019,1943,0.0961,2009
2019,1944,0.0995,2009
2019,1945,0.1019,2009
2019,1946,0.1097,2009
2019,1947,0.1216,2009
2019,1948,0.1331,2009
2019,1949,0.1375,2009
2019,1950,0.1355,2009
2019,1951,0.1428,2009
2019,1952,0.1485,2009
2019,1953,0.1512,2009
2019,1954,0.153,2009
2019,1955,0.1542,2009
2019,1956,0.1582,2009
2019,1957,0.1641,2009
2019,1958,0.1691,2009
2019,1959,0.1717,2009
2019,1960,0.1741,2009
2019,1961,0.1765,2009
2019,1962,0.1783,2009
2019,1963,0.1805,2009
2019,1964,0.1827,2009
2019,1965,0.1859,2009
2019,1966,0.1899,2009
2019,1967,0.1957,2009
2019,1968,0.2024,2009
2019,1969,0.2117,2009
2019,1970,0.2231,2009
2019,1971,0.2344,2009
2019,1972,0.2455,2009
2019,1973,0.2562,2009
2019,1974,0.2743,2009
2019,1975,0.3027,2009
2019,1976,0.3237,2009
2019,1977,0.347,2009
2019,1978,0.3703,2009
2019,1979,0.4001,2009
2019,1980,0.4349,2009
2019,1981,0.4775,2009
2019,1982,0.5103,2009
2019,1983,0.5327,2009
2019,1984,0.5515,2009
2019,1985,0.5698,2009
2019,1986,0.5828,2009
2019,1987,0.5958,2009
2019,1988,0.6151,2009
2019,1989,0.6396,2009
2019,1990,0.6627,2009
2019,1991,0.6862,2009
2019,1992,0.703,2009
2019,1993,0.7197,2009
2019,1994,0.7354,2009
2019,1995,0.751,2009
2019,1996,0.765,2009
2019,1997,0.7785,2009
2019,1998,0.7881,2009
2019,1999,0.7981,2009
2019,2000,0.8147,2009
2019,2001,0.8342,2009
2019,2002,0.8477,2009
2019,2003,0.8639,2009
