table.base.year,FY,index,index.base.year
2019,2004,0.8853,2009
2019,2005,0.9131,2009
2019,2006,0.9428,2009
2019,2007,0.9684,2009
2019,2008,0.9885,2009
2019,2009,1,2009
2019,2010,1.0088,2009
2019,2011,1.0293,2009
2019,2012,1.0481,2009
2019,2013,1.0658,2009
2019,2014,1.0852,2009
2019,2015,1.0983,2009
2019,2016,1.111,2009
2019,2017,1.1301,2009
2019,2018,1.1478,2009
2019,2019,1.167,2009
2019,2020,1.1886,2009
2019,2021,1.2121,2009
2019,2022,1.2364,2009
2019,2023,1.2613,2009
